Angler ID,Primary Regional Monitoring Group,Secondary Regional Monitoring Group,Do Not Contact,# Volunteer Days 2007,Dates Fished 2007,2007 Total (+/-) Fishing Time (days),# Volunteer Days 2008,Dates Fished 2008,2008 Total (+/-) Fishing Time (days),# Volunteer Days 2009,Dates Fished 2009,2009 Total (+/-) Fishing Time (days),# Volunteer Days 2010,Dates Fished 2010,2010 Total (+/-) Fishing Time,# Volunteer Days 2011,Dates Fished 2011,2011 Total (+/-) Fishing Time,# Volunteer Days 2012,Dates Fished 2012,2012 Total (+/-) Fishing Time,# Volunteer Days 2013,Dates Fished 2013,2013 Total (+/-) Fishing Time,# Volunteer Days 2014,Dates Fished 2014,2014 Total (+/-) Fishing Time,# Volunteer Days 2015,Dates Fished 2015,2015 Total (+/-) Fishing Time,# Volunteer Days 2016,Dates Fished 2016,2016 Total(+/-) Fishing Time,# Volunteer Days 2017,Dates Fished 2017,2017 Total (+/-) Fishing Time (mins),# Volunteer Days 2018,Dates Fished 2018,2018 Total (+/-) Fishing Time (mins),# Volunteer Days 2019,Dates Fished 2019,2019 Total (+/-) Fishing Time (mins),# of Volunteer Days 2020,Dates Fished 2020,2020 Total (+/-) Fishing Time (mins),# Volunteer Days 2021,Dates Fished 2021,2021 Total (+/-) Fishing Time (mins)
A119,MLML,,FALSE,4,"August (21, 28), September(18, 25)",-2.592000008,12,"July(16,28,29) ,August(11,12,13,18,19), September(8,9,16,17)",-7.056000233,6,"July(20, 21, 29, 30), August (3), September (16)",-2.999999523,0,,,0,,,5,"August (20, 28), September (4, 5, 11)",-4.999999523,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A120,MLML,,FALSE,1,August (21),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A121,CPOLY,,FALSE,6,"August (21, 22, 27), October (15, 16, 24)",-3.45600009,2,"July(16,17)",0,0,,,2,"July (14, 20)",-2.999999523,2,"August (23,24)",-2.000000238,0,,,7,"August(19, 20, 26,27)September(3,4,10)",-16.75,6,"August (5, 13,18,19), September (2,3",,,,,11,"July (18, 19) August (1, 2, 8, 15, 17) September (6, 8, 9, 13",,11,"July (17, 18), August (7, 8, 14, 16, 28, 29), September (5, 7, 11)",,,,,0,,0,,,,,,
A122,MLML,,FALSE,3,"August (21, 22), October (23)",-0.143999994,10,"July(15,16), August(12,13,19,20), September(2,3,16,17)",-8.06400013,2,"August (6), September (2)",-1,4,"July (20), August(16,23), September (8)",-10.50000095,0,,,2,"July (31), September (4)",-14.66666603,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A123,MLML,,FALSE,2,"August (21, 22),",-1.440000057,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A124,MLML,,TRUE,1,August (22),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A125,MLML,,FALSE,1,August (22),-0.432000011,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A126,MLML,,FALSE,2,"August (22), October (16)",-2.447999954,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A127,MLML,,FALSE,1,August (22),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A128,MLML,,FALSE,1,August (27),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A129,CPOLY,,FALSE,2,"August (27, 28)",-4.320000172,0,,,2,"September (2, 9)",0,0,,,0,,,0,,,0,,,,,,,,,,,,1,July (17),,,,,0,,0,,,,,,
A130,MLML,,FALSE,1,August (27),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A131,MLML,,FALSE,1,August (27),-6.047999859,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A132,MLML,,FALSE,1,August (27),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A133,MLML,,FALSE,1,"August (27),",0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
A134,MLML,,FALSE,1,August (27),0,0,,,0,,,0,,,0,,,0,,,0,,,1,August (7),0,,,,,,,,,,,,,1,";September (19),",-5.5,,,,,,
A135,MLML,,TRUE,1,August (27),0,0,,,1,July (20),0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A136,MLML,,FALSE,1,August (27),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A137,MLML,,TRUE,1,August (28),-2.016000032,0,,,1,September (10),0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A138,MLML,,FALSE,1,August (28),-3.023999929,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A139,MLML,,FALSE,4,"August (28), September (19,25), October (15)",-6.191999912,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A140,MLML,,TRUE,1,August (28),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A141,MLML,,FALSE,1,August (28),-0.432000011,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A142,MLML,,TRUE,1,August (28),-4.895999908,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A143,MLML,,TRUE,1,September (18),-1.440000057,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A144,MLML,,FALSE,2,"September (18), October (23)",0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A145,MLML,,FALSE,1,September (18),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A146,MLML,,TRUE,2,"September (19, 24)",-2.016000032,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A147,MLML,,FALSE,5,"August (27), September (19,24), October (15, 24)",-6.047999859,1,July(15),-1.008000016,0,,,1,July (26),0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A148,MLML,,FALSE,1,September (19),0,1,July(15),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A149,MLML,,FALSE,3,"September (19), October (16, 24)",-7.056000233,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A150,MLML,,FALSE,1,September (19),0,0,,,1,September (15),0,1,August (30),0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A151,MLML,,FALSE,1,September (24),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A152,MLML,,TRUE,1,September (24),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A153,MLML,,FALSE,3,"September (24, 25), October (15)",0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A154,MLML,,FALSE,5,"September (25), October (15,16,23,24)",-3.45600009,15,"July(16,22,23,29),August(11,12,13,19,20), September(2,3, 9,10,16,17)",-13.96800041,15,"July (20, 21, 29, 30),(August 3,6,10,11, 25), September (1, 2, 9, 10, 15, 16)",-3.99840045,7,"July (14,20), August(24,30,31), September (7,8)",-8.000000954,13,"July (19,20,27), August (3,8,10,23,24,29,30), September (7,12,14)",-2.000000238,0,,,0,,,5,"July(16,28, 21,29) August (18",,,,,,,,,,,,,,0,,0,,,,,,
A155,MLML,,FALSE,3,"September (25), October (15,23)",-3.023999929,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A156,MLML,,FALSE,1,September (25),-1.440000057,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A157,MLML,,FALSE,1,September (25),-1.440000057,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A158,MLML,,FALSE,1,September (25),-5.039999962,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A159,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6-Sep,-2,,,,,,,0,,0,,,,,,
A160,MLML,,FALSE,1,September (25),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A161,MLML,,TRUE,2,"September (25), October (16)",-4.607999802,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A162,MLML,,FALSE,1,September (25),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A163,MLML,,FALSE,3,"October (15,16,24)",0,7,"July(16,17,28,29), August(26,27), September(8)",-3.45600009,1,August (3),0,2,"July (26), August (30)",-4.000000477,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A164,MLML,,TRUE,1,October (15),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A165,CPOLY,,FALSE,2,"October (15,16)",-14.54399967,2,"September(16,17)",0,3,"August (3), September (15, 16)",0,0,,,1,August (9),-9.999999046,1,September (10),0,5,"July(15) August (5,6,27), September (9)",-17,4,"July (28), August (11) September (8,9)",,2,"August (11, 12)",-25,6,"Sept-7th-8th,July (26), August (8,9),September (13)",-2,9,"July (18), August (2, 7, 8, 28, 29), September (11, 12, 20)",-2.5,4,"August (7, 8, 21, 22)",-3,9,"August (14) September (18, 19), August (2, 5, 26, 27), September (9,10)",-3.5,4,"July (14, 20) August (24), September (9)",0,5,"August (23, 30, 31), September (7, 8), November (8)",-3
A166,MLML,,FALSE,1,October (15),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A167,MLML,,TRUE,1,October (16),0,1,July(16),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A168,MLML,,FALSE,1,October (16),-9.07199955,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A169,MLML,,FALSE,1,October (16),-1.440000057,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A170,MLML,,FALSE,1,October (16),-0.432000011,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A171,MLML,,FALSE,1,October (23),0,2,"July(15), September(16)",0,1,September (1),0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
A172,MLML,,FALSE,1,October (23),-2.016000032,1,July(15),-2.016000032,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A173,MLML,,FALSE,1,October (23),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A174,MLML,,FALSE,1,October (24),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A175,MLML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,August (13),-1,,,,,,
A176,MLML,,TRUE,1,September (25),0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A177,MLML,,FALSE,0,,,1,August(11),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A178,MLML,,TRUE,0,,,2,"July(15), August(11)",-2.000000238,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A179,MLML,,FALSE,0,,,1,August(11),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,1,August (7),-3,,,,0,,0,,,,,,
A180,MLML,,FALSE,0,,,2,"August(11), September (22)",0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A181,MLML,,FALSE,0,,,3,"August(11,12,13)",0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A182,MLML,,FALSE,0,,,7,"July(15, 17, 30, 31), August(11,13,27)",-2.000000238,5,"August (11, 12, 13), September (14, 16)",-0.999999344,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A183,MLML,,TRUE,0,,,2,"August(11,12)",0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A184,MLML,,FALSE,0,,,1,July(14),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A185,MLML,,FALSE,0,,,2,"July(14), August(13)",0,2,"July (28), September (15)",-0.999999344,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A186,MLML,,FALSE,0,,,1,July(14),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A187,MLML,,FALSE,0,,,1,July(14),-2.000000238,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A188,MLML,,FALSE,0,,,2,"July(14), August(13)",-0.999999344,3,"July (28), August (19), September (15)",-21,0,,,1,October (10),0.999999344,3,"August (15, 17), September (6)",-3.500000715,1,August (14),0.999999344,1,August (6),0,,,,1,29-Sep,-1.5,1,September (13),-1,2,"July (26), August (16)",-7,0,,0,1,August (6),-3.5,1,August (24),-8
A189,MLML,,FALSE,0,,,2,"July(15), September (24)",0,4,"July (28, 29, 30), September (14)",0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A190,MLML,,TRUE,0,,,1,July(15),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A191,MLML,,FALSE,0,,,1,July(15),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A192,MLML,,FALSE,0,,,1,July(15),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A193,MLML,,TRUE,0,,,1,July(15),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A194,MLML,,FALSE,0,,,1,August(12),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A195,MLML,,TRUE,0,,,1,August(12),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A196,MLML,,FALSE,0,,,1,August(12),0,0,,,0,,,0,,,1,August (14),-1.500000477,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A197,MLML,,FALSE,0,,,1,August(12),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A198,MLML,,FALSE,0,,,1,August(12),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A199,MLML,,FALSE,0,,,1,August(12),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A200,MLML,,FALSE,0,,,1,July (16),0,1,August (19),0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A201,MLML,,FALSE,0,,,3,"July (16), August(13), September (23)",-6.000000477,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,3,"July (26), September (8, 22)",
A202,MLML,,FALSE,0,,,1,August(13),0,2,"July (28), September (15)",-4.999999523,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A203,MLML,,FALSE,0,,,1,August(14),-0.999999344,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A204,MLML,,FALSE,0,,,1,August(14),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A205,MLML,,FALSE,0,,,1,August(14),-2.999999523,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A206,MLML,,FALSE,0,,,2,"July(17), August(14)",-2.000000238,0,,,0,,,2,"August (17), September (14)",-7,1,August (16),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A207,MLML,,FALSE,0,,,2,"July(17, 29)",-4.000000477,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A208,MLML,,FALSE,0,,,1,July(17),-4.000000477,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A209,MLML,,FALSE,0,,,1,July(17),-3.500000715,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A210,MLML,,TRUE,0,,,1,July(17),-0.999999344,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A211,MLML,,FALSE,0,,,5,"July(29, 31), August(25), September(16, 18)",-6.000000477,6,"July (20,21,23), August (11,12, 13)",-4.999999523,0,,,3,"September (19, 21, 22)",0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A212,MLML,,FALSE,0,,,3,"August(25, 26, 28)",-0.999999344,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A213,MLML,,FALSE,0,,,1,August(25),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A214,MLML,,FALSE,0,,,4,"July(28, 31), August(25), September (19)",-2.000000238,0,,,0,,,2,"September (19, 20)",0,1,August (9),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A215,MLML,,FALSE,0,,,3,"July(28), August(25), September (19)",-4.000000477,0,,,0,,,0,,,1,September (20),0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A216,MLML,,FALSE,0,,,3,"July(28), August(25), September (19)",-2.000000238,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A217,MLML,,FALSE,0,,,1,August(25),-2.999999523,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A218,MLML,,FALSE,0,,,2,"August(26), September (24)",0,0,,,0,,,0,,,3,"August (6), September (10, 11)",0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A219,MLML,,FALSE,0,,,3,"July (31), August(26), September (16)",-0.999999344,4,"July (20,22,23), August (10)",-2.000000238,0,,,2,"August (11), September (21)",0,1,August (6),-4.5,0,,,,,,,,,1,8-Sep,0,,,,2,"August (9, 28)",-4.5,0,,0,,,,,,
A220,MLML,,FALSE,0,,,3,"July (29), August(26,27)",0,3,"August (10, 11, 12)",-7.499999523,2,"August (11, 12)",-3.499999285,1,September (21),0,4,"August (6, 7), September (18, 19)",-8.5,2,"September (16, 17)",0.999999344,2,"August (19, 20)",-2,,,,8,Aug(9-12th); Sept(6-9th),-3.5,3,"August (1, 3), September (20)",0,2,"August (8), September (6)",0,4,"August (12, 14) September (17, 18)",-2.5,1,September (9),0,,,
A221,MLML,,TRUE,0,,,1,August(26),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A222,MLML,,FALSE,0,,,4,"July(30), August(26,27,28)",-0.999999344,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A223,MLML,,FALSE,0,,,2,"August(26,27)",0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A224,MLML,,FALSE,0,,,2,"July(28, 30)",0,4,"July (20,21,22), August (11)",0,1,August (10),-0.999999344,1,August (9),,3,"August (9, 23), September (18)",-0.999999344,1,August (26),0,,,,1,August (12),-1,1,9-Aug,0,1,September (18),0,1,August (7),0,1,;September (18),-1.5,1,September (9),-0.400000006,1,September (9),-0.5
A225,MLML,,TRUE,0,,,2,"July(28, 30)",0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A226,MLML,,FALSE,0,,,1,July(28),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A227,MLML,,FALSE,0,,,1,July(28),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A228,MLML,,TRUE,0,,,1,July(28),-0.999999344,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A229,MLML,,FALSE,0,,,1,July(28),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A230,MLML,,FALSE,0,,,1,August(27),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A231,MLML,,FALSE,0,,,2,"July(30), August(28)",0,0,,,1,August (12),-2.000000238,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A232,MLML,,FALSE,0,,,1,July(29),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A233,MLML,,FALSE,0,,,1,July(29),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A234,MLML,,FALSE,0,,,1,July(29),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A235,MLML,,FALSE,0,,,1,July(29),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A236,MLML,,FALSE,0,,,1,July(29),-0.999999344,0,,,1,August (11),0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A237,MLML,,TRUE,0,,,1,July(30),0,0,,,1,August (12),-0.999999344,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A238,MLML,,FALSE,0,,,2,"July(31), September (25)",0,0,,,0,,,1,August (16),0,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A239,MLML,,TRUE,0,,,1,July(31),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A240,MLML,,FALSE,0,,,1,September(17),0,0,,,1,August (31),0.999999344,1,August (8),0.999999344,0,,,0,,,,,,,,,,,,1,September (18),-6,,,,0,,0,,,,,,
A241,MLML,,TRUE,0,,,1,September(17),-0.999999344,1,August (12),0,1,August (12),-4.000000477,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A242,MLML,,FALSE,0,,,1,September (23),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A243,MLML,,FALSE,0,,,1,September (23),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A244,MLML,,FALSE,0,,,1,September (23),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A245,MLML,,FALSE,0,,,1,September (23),-0.999999344,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A246,MLML,,TRUE,0,,,1,September (24),-2.999999523,0,,,0,,,1,September (13),0,2,"August (6), September (11)",0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A247,MLML,,FALSE,0,,,1,September (24),-2.000000238,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A248,MLML,,FALSE,0,,,1,September (25),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A249,MLML,,FALSE,0,,,1,September (25),0,0,,,0,,,1,August (18),-9.999999046,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A250,MLML,,TRUE,0,,,1,September (22),0,0,,,0,,,0,,,0,,,0,,,,,,1,August (6),-1,,,,,,,,,,0,,0,,,,,,
A251,MLML,,FALSE,0,,,1,September (22),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A252,MLML,,TRUE,0,,,1,September (19),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A253,MLML,,FALSE,0,,,1,September (19),0,1,August (18),0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A254,MLML,,FALSE,0,,,1,September (19),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A255,MLML,,FALSE,0,,,1,September (19),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A256,MLML,,FALSE,0,,,1,September (19),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A257,MLML,,FALSE,0,,,1,September(18),-1.500000477,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A258,MLML,,FALSE,0,,,1,September(18),-1.500000477,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A259,MLML,,TRUE,0,,,1,September(18),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A260,MLML,,FALSE,0,,,1,September(16),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A261,MLML,,FALSE,0,,,1,September(16),-2.000000238,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A262,MLML,,FALSE,0,,,1,June (24),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A263,MLML,,TRUE,0,,,3,"June (24, 25), September (30)",-11.99999905,1,September (14),0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A264,MLML,,TRUE,0,,,2,"June (25), September (30)",0,1,September (14),0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A265,MLML,,FALSE,0,,,1,June (25),-2.000000238,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A266,MLML,,FALSE,0,,,1,June (25),-2.000000238,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A267,MLML,,FALSE,0,,,1,June (25),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A268,MLML,,FALSE,0,,,1,September (29),-3.500000715,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A269,MLML,,FALSE,0,,,1,September (29),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A270,MLML,,FALSE,0,,,1,September (29),0,1,July (27),-11,0,,,0,,,0,,,0,,,3,"August (6), September (4)",0,,,,,,,,,,,,,0,,0,,,,,,
A271,MLML,,TRUE,0,,,1,September (29),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A272,MLML,,TRUE,0,,,1,September (29),0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A273,MLML,,TRUE,0,,,1,September (29),-2.499999762,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
A274,MLML,,TRUE,0,,,1,September (30),0,1,July (27),-2.000000238,1,August (20),0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
